date,title,index
"
, 11 mar, 2014 15h48 
 ,
, 11 mar, 2014 15h48 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-4 15:45,3233083
"
, 11 mar, 2014 15h48 
 ,
, 11 mar, 2014 15h48 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-6 15:45,3233085
"
, 11 mar, 2014 15h48 
 ,
, 11 mar, 2014 15h48 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-8 15:45,3233087
"
, 11 mar, 2014 15h49 
 ,
, 11 mar, 2014 15h49 
","Ibovespa tenta, mas não consegue sustentar repique e zera ganhos",3233090
"
, 11 mar, 2014 15h48 
 ,
, 11 mar, 2014 15h48 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-9 15:45,3233088
"
, 11 mar, 2014 15h48 
 ,
, 11 mar, 2014 15h48 
",Leilao de BVMFD10 prorrogado ate as 15:49:26,3233089
"
, 11 mar, 2014 15h50 
 ,
, 11 mar, 2014 15h50 
",Leilao de BVMFD10 prorrogado ate as 15:51:26,3233094
"
, 11 mar, 2014 15h49 
 ,
, 11 mar, 2014 15h49 
",Leilao de ENGI4 ate as 15:53:46 - oscilacao maxima permitida,3233091
"
, 11 mar, 2014 15h49 
 ,
, 11 mar, 2014 15h49 
",Leilao de BVMFD10 prorrogado ate as 15:50:26,3233092
"
, 11 mar, 2014 15h57 
 ,
, 11 mar, 2014 15h57 
",13 empresas perdem mais de R$ 1 bilhão na Bolsa em fevereiro,3233098
"
, 11 mar, 2014 15h51 
 ,
, 11 mar, 2014 15h51 
",Leilao de RNDP11 prorrogado ate as 15:52:21,3233095
"
, 11 mar, 2014 15h50 
 ,
, 11 mar, 2014 15h50 
",(TEKA4)- ALTERADO HORARIO DO LEILAO DE TEKA PN ATE 16:01HS,3233093
"
, 11 mar, 2014 15h52 
 ,
, 11 mar, 2014 15h52 
",Leilao de RNDP11 prorrogado ate as 15:53:21,3233097
"
, 11 mar, 2014 15h56 
 ,
, 11 mar, 2014 15h56 
",Leilao de CBEE3 ate as 16:25:59,3233100
"
, 11 mar, 2014 15h52 
 ,
, 11 mar, 2014 15h52 
",Leilao de VALEO59 ate as 15:53:43 - oscilacao maxima permitida,3233096
"
, 11 mar, 2014 15h57 
 ,
, 11 mar, 2014 15h57 
","Criacao de Series de PETROBRAS ON R$ 13,50 MAI 14 - PETRE83 / PETRQ83",3233101
"
, 11 mar, 2014 16h31 
 ,
, 11 mar, 2014 16h31 
",Gisele Bündchen lançará loja no Brasil para competir com Victoria's Secret,3233099
"
, 11 mar, 2014 15h57 
 ,
, 11 mar, 2014 15h57 
",(FIND11)- LEILAO DE IT NOW IFNC CI ATE 17:00HS,3233102
"
, 11 mar, 2014 16h00 
 ,
, 11 mar, 2014 16h00 
",Leilao de BBRC11 ate as 16:04:31 - oscilacao maxima permitida,3233103
"
, 11 mar, 2014 16h01 
 ,
, 11 mar, 2014 16h01 
",Leilao de REDE3 ate as 16:31:23,3233104
"
, 11 mar, 2014 16h02 
 ,
, 11 mar, 2014 16h02 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-11 16:01,3233108
"
, 11 mar, 2014 16h02 
 ,
, 11 mar, 2014 16h02 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-1 16:00,3233106
"
, 11 mar, 2014 16h02 
 ,
, 11 mar, 2014 16h02 
","Criacao de Series de PETROBRAS ON R$ 13,50 MAI 14 - PETRE83 / PETRQ83",3233105
"
, 11 mar, 2014 16h02 
 ,
, 11 mar, 2014 16h02 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-12 16:01,3233109
"
, 11 mar, 2014 16h02 
 ,
, 11 mar, 2014 16h02 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-13 16:01,3233110
"
, 11 mar, 2014 16h02 
 ,
, 11 mar, 2014 16h02 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-10 16:00,3233107
"
, 11 mar, 2014 16h02 
 ,
, 11 mar, 2014 16h02 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-14 16:01,3233111
"
, 11 mar, 2014 16h03 
 ,
, 11 mar, 2014 16h03 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-7 16:00,3233117
"
, 11 mar, 2014 16h03 
 ,
, 11 mar, 2014 16h03 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-2 16:00,3233112
"
, 11 mar, 2014 16h03 
 ,
, 11 mar, 2014 16h03 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-3 16:00,3233113
"
, 11 mar, 2014 16h03 
 ,
, 11 mar, 2014 16h03 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-4 16:00,3233114
"
, 11 mar, 2014 16h03 
 ,
, 11 mar, 2014 16h03 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-8 16:00,3233118
"
, 11 mar, 2014 16h03 
 ,
, 11 mar, 2014 16h03 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-5 16:00,3233115
"
, 11 mar, 2014 16h03 
 ,
, 11 mar, 2014 16h03 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-6 16:00,3233116
"
, 11 mar, 2014 16h03 
 ,
, 11 mar, 2014 16h03 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-9 16:00,3233119
"
, 21 mar, 2014 21h22 
 ,
, 21 mar, 2014 21h22 
","Berço da indústria automotiva, Alemanha pode impulsionar 2 small caps da Bolsa",3233122
"
, 11 mar, 2014 16h10 
 ,
, 11 mar, 2014 16h10 
",Leilao de ITUBO2 ate as 16:12:02 - oscilacao maxima permitida,3233121
"
, 11 mar, 2014 16h08 
 ,
, 11 mar, 2014 16h08 
",(LAME3)- LEILAO DE LOJAS AMERICON ATE 16:35HS,3233120
"
, 11 mar, 2014 16h13 
 ,
, 11 mar, 2014 16h13 
",Leilao de ITUBO6 ate as 16:14:48 - oscilacao maxima permitida,3233124
"
, 11 mar, 2014 16h12 
 ,
, 11 mar, 2014 16h12 
",(HAGA3)- LEILAO DE HAGA S/A    ON ATE 16:42HS,3233123
"
, 11 mar, 2014 16h13 
 ,
, 11 mar, 2014 16h13 
",(MATB11)- LEILAO DE IT NOW IMAT CI ATE 17:00HS,3233125
"
, 12 mar, 2014 13h00 
 ,
, 12 mar, 2014 13h00 
",Confira o potencial de valorização de 55 ações para março; upside bate 160%,3233127
"
, 11 mar, 2014 16h14 
 ,
, 11 mar, 2014 16h14 
",Leilao de ITUBO6 prorrogado ate as 16:15:48,3233128
"
, 11 mar, 2014 16h13 
 ,
, 11 mar, 2014 16h13 
",Leilao de PATI4F ate as 16:43:03,3233126
"
, 11 mar, 2014 16h16 
 ,
, 11 mar, 2014 16h16 
",Leilao de ITUBC2 ate as 16:17:56 - oscilacao maxima permitida,3233129
"
, 11 mar, 2014 16h17 
 ,
, 11 mar, 2014 16h17 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-1 16:15,3233130
"
, 11 mar, 2014 16h17 
 ,
, 11 mar, 2014 16h17 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-10 16:15,3233132
"
, 11 mar, 2014 16h17 
 ,
, 11 mar, 2014 16h17 
",Leilao de ITUBC2 prorrogado ate as 16:18:56,3233131
"
, 11 mar, 2014 16h17 
 ,
, 11 mar, 2014 16h17 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-12 16:15,3233134
"
, 11 mar, 2014 16h17 
 ,
, 11 mar, 2014 16h17 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-11 16:15,3233133
"
, 11 mar, 2014 16h17 
 ,
, 11 mar, 2014 16h17 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-13 16:15,3233135
"
, 11 mar, 2014 16h17 
 ,
, 11 mar, 2014 16h17 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-14 16:16,3233136
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",Leilao de BMEB4 ate as 16:47:33,3233138
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-4 16:15,3233140
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-2 16:15,3233137
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-3 16:15,3233139
,,3233151
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",Leilao de IGBR3F ate as 16:47:56,3233145
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-7 16:15,3233143
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-8 16:15,3233144
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-6 16:15,3233142
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-5 16:15,3233141
"
, 11 mar, 2014 16h19 
 ,
, 11 mar, 2014 16h19 
",Leilao de PETRQ83 ate 16:20H - Criacao Online 1o Negocio,3233147
"
, 11 mar, 2014 16h46 
 ,
, 11 mar, 2014 16h46 
",Ações de empresas-pivô de crise de 2008 despencam mais de 30% na bolsa dos EUA,3233149
"
, 11 mar, 2014 16h21 
 ,
, 11 mar, 2014 16h21 
",Taxas Negociadas no Mercado a Termo por Prazo - 10/03/2014,3233150
"
, 11 mar, 2014 16h18 
 ,
, 11 mar, 2014 16h18 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-9 16:15,3233146
"
, 11 mar, 2014 16h19 
 ,
, 11 mar, 2014 16h19 
",Leilao de MNPR3F ate as 16:48:51,3233148
"
, 11 mar, 2014 16h23 
 ,
, 11 mar, 2014 16h23 
",Leilao de IMBI4 ate as 16:27:52 - oscilacao maxima permitida,3233152
"
, 11 mar, 2014 16h26 
 ,
, 11 mar, 2014 16h26 
",(IMBI4)- ALTERADO O HORARIO DO LEILAO DE DOC IMBITUBA PN ATE 16:37HS,3233155
"
, 11 mar, 2014 16h25 
 ,
, 11 mar, 2014 16h25 
",Leilao de GTDP3B ate as 16:29:53 - oscilacao maxima permitida,3233153
"
, 12 mar, 2014 10h00 
 ,
, 12 mar, 2014 10h00 
","Tempos difíceis para investir? Dance com André Massaro o ""Samba do Tesouro Direto""",3233158
"
, 11 mar, 2014 16h31 
 ,
, 11 mar, 2014 16h31 
",Leilao de ALMI11B ate as 16:36:17 - oscilacao maxima permitida,3233160
"
, 11 mar, 2014 16h27 
 ,
, 11 mar, 2014 16h27 
",(FIND11)- LEILAO DE IT NOW IFNC CI ATE 17:00HS,3233156
"
, 11 mar, 2014 18h38 
 ,
, 11 mar, 2014 18h38 
",Sabesp vai manter campanha de economia de água até fim do ano,3233154
"
, 11 mar, 2014 16h28 
 ,
, 11 mar, 2014 16h28 
",Leilao de ABEVF47 ate as 16:30:07 - oscilacao maxima permitida,3233159
"
, 12 mar, 2014 11h26 
 ,
, 12 mar, 2014 11h26 
",Veja quanto custa investir nas 15 franquias que mais faturaram em 2013,3233157
"
, 11 mar, 2014 16h32 
 ,
, 11 mar, 2014 16h32 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-1 16:30,3233161
"
, 11 mar, 2014 16h32 
 ,
, 11 mar, 2014 16h32 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-10 16:30,3233162
"
, 11 mar, 2014 16h32 
 ,
, 11 mar, 2014 16h32 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-12 16:30,3233165
"
, 11 mar, 2014 16h32 
 ,
, 11 mar, 2014 16h32 
",Leilao de PQDP11 ate as 16:37:12 - oscilacao maxima permitida,3233163
"
, 11 mar, 2014 16h32 
 ,
, 11 mar, 2014 16h32 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-11 16:30,3233164
"
, 11 mar, 2014 16h32 
 ,
, 11 mar, 2014 16h32 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-13 16:30,3233166
"
, 11 mar, 2014 16h32 
 ,
, 11 mar, 2014 16h32 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-14 16:31,3233167
"
, 11 mar, 2014 16h32 
 ,
, 11 mar, 2014 16h32 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-2 16:30,3233168
"
, 11 mar, 2014 16h33 
 ,
, 11 mar, 2014 16h33 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-4 16:30,3233170
"
, 11 mar, 2014 16h33 
 ,
, 11 mar, 2014 16h33 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-6 16:30,3233173
"
, 11 mar, 2014 16h33 
 ,
, 11 mar, 2014 16h33 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-3 16:30,3233169
"
, 11 mar, 2014 16h33 
 ,
, 11 mar, 2014 16h33 
",Leilao de CXTL11 ate as 16:37:43 - oscilacao maxima permitida,3233171
"
, 11 mar, 2014 16h33 
 ,
, 11 mar, 2014 16h33 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-5 16:30,3233172
"
, 11 mar, 2014 16h33 
 ,
, 11 mar, 2014 16h33 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-7 16:30,3233174
"
, 11 mar, 2014 16h38 
 ,
, 11 mar, 2014 16h38 
",Leilao de PQDP11 prorrogado ate as 16:39:12,3233179
"
, 11 mar, 2014 16h36 
 ,
, 11 mar, 2014 16h36 
",Leilao de PQDP11 prorrogado ate as 16:38:12,3233178
"
, 11 mar, 2014 17h11 
 ,
, 11 mar, 2014 17h11 
",Crise na Ucrânia afeta exportações suínas do Brasil; queda de 11% em fevereiro,3233180
"
, 11 mar, 2014 16h33 
 ,
, 11 mar, 2014 16h33 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-9 16:30,3233176
"
, 11 mar, 2014 16h34 
 ,
, 11 mar, 2014 16h34 
",(CXTL11)- ALTERADO HORARIO DO LEILAO DE FII CX TRX  CI ER ATE 16:47HS,3233177
"
, 11 mar, 2014 16h33 
 ,
, 11 mar, 2014 16h33 
",11:03-OFERTAS DISPONIVEIS NO BANCO DE TITULOS CBLC-BTC-8 16:30,3233175
"
, 11 mar, 2014 16h39 
 - Atualizada em 16h40  ,
, 11 mar, 2014 16h40 
",SPEA2A05Q - Crise na Ucrânia afeta exportações de carne suína do Brasil,3233181
"
, 11 mar, 2014 16h44 
 ,
, 11 mar, 2014 16h44 
",Leilao de HAGA3 ate as 16:48:41 - quantidade excedida,3233183
"
, 11 mar, 2014 16h43 
 ,
, 11 mar, 2014 16h43 
",(MATB11)- LEILAO DE IT NOW IMAT CI ATE 17:00HS,3233182
"
, 11 mar, 2014 16h45 
 ,
, 11 mar, 2014 16h45 
",(ECOO11)- LEILAO DE ISHARES ECOOCI ATE 16:49HS,3233184
,,3233191
"
, 11 mar, 2014 16h48 
 ,
, 11 mar, 2014 16h48 
",Leilao de VALER94 ate as 16:50:13 - oscilacao maxima permitida,3233186
"
, 11 mar, 2014 16h46 
 ,
, 11 mar, 2014 16h46 
",Leilao de JFEN3 ate as 16:51:00 - oscilacao maxima permitida,3233185
"
, 11 mar, 2014 16h50 
 ,
, 11 mar, 2014 16h50 
",Leilao de EQTLS48 ate as 16:51:45 - oscilacao maxima permitida,3233187
"
, 11 mar, 2014 16h50 
 ,
, 11 mar, 2014 16h50 
",Leilao de TEKA4 ate as 16:55:07 - oscilacao maxima permitida,3233189
"
, 11 mar, 2014 16h51 
 ,
, 11 mar, 2014 16h51 
",Leilao de JFEN3 prorrogado ate as 16:52:00,3233190
"
, 11 mar, 2014 16h50 
 ,
, 11 mar, 2014 16h50 
",Leilao de HAGA3 ate as 16:54:59 - quantidade excedida,3233188
"
, 11 mar, 2014 16h53 
 ,
, 11 mar, 2014 16h53 
",Leilao de EQTLS47 ate 16:54H - oscilacao maxima permitida,3233194
"
, 11 mar, 2014 16h53 
 ,
, 11 mar, 2014 16h53 
",Leilao de SNSL3 ate as 16:57:37 - oscilacao maxima permitida,3233193
"
, 11 mar, 2014 16h51 
 ,
, 11 mar, 2014 16h51 
",(TEKA4)- ALTERADO HORARIO DO LEILAO DE TEKA PN ATE 17:00HS,3233192
"
, 11 mar, 2014 16h54 
 ,
, 11 mar, 2014 16h54 
",(SNSL3)- ALTERADO O HORARIO DO LEILAO DE SENIOR SOL  ON      MA ATE 17:00HS,3233196
"
, 11 mar, 2014 16h54 
 ,
, 11 mar, 2014 16h54 
",Leilao de ALMI11B ate as 16:58:45 - oscilacao maxima permitida,3233195
"
, 11 mar, 2014 16h55 
 ,
, 11 mar, 2014 16h55 
",Cuidado: consumidores recebem boletos de cartões de crédito falsos,3233198
"
, 11 mar, 2014 16h54 
 ,
, 11 mar, 2014 16h54 
",Leilao de EQTLS47 prorrogado ate as 16:55:44,3233197
"
, 11 mar, 2014 16h55 
 ,
, 11 mar, 2014 16h55 
",(ALMI11B)- ALTERADO O HORARIO DO LEILAO DE FII TORRE ALCI  ER  MB ATE 17:00HS,3233199
"
, 11 mar, 2014 16h57 
 ,
, 11 mar, 2014 16h57 
","(UGPA3)- ATENCAO PARA O CALL - PRECO R$ 100,00",3233201
"
, 11 mar, 2014 17h28 
 ,
, 11 mar, 2014 17h28 
","Volátil até o fim, Ibovespa se livra de 3ª queda, mas fecha abaixo dos 46 mil pontos",3233200
"
, 13 mar, 2014 13h20 
 ,
, 13 mar, 2014 13h20 
",Alemanha? Reino Unido? Conheça o melhor país europeu para fundos,3233205
"
, 11 mar, 2014 16h57 
 ,
, 11 mar, 2014 16h57 
",ATENCAO PARA O PRECO DE EQTLS47,3233202
"
, 11 mar, 2014 16h57 
 ,
, 11 mar, 2014 16h57 
","(CMIG4)- ATENCAO PARA O CALL - PRECO R$ 24,50",3233203
"
, 11 mar, 2014 16h57 
 ,
, 11 mar, 2014 16h57 
","(BGIP4)- ATENCAO PARA O CALL - PRECO R$ 42,79",3233204
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",ATENCAO PARA O PRECO DE EQTLS47,3233206
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de HGTX3 prorrogado ate as 17:05:00,3233207
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de ITUB4 prorrogado ate as 17:05:00,3233208
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de SNSL3 prorrogado ate as 17:05:00,3233209
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de RAPT4 prorrogado ate as 17:05:00,3233212
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de PETR4 prorrogado ate as 17:05:00,3233210
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de FESA4 prorrogado ate as 17:05:00,3233211
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de PETR4F prorrogado ate as 17:05:00,3233214
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de DTEX3 prorrogado ate as 17:05:00,3233213
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de LLIS3 prorrogado ate as 17:05:00,3233215
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de RENT3 prorrogado ate as 17:05:00,3233216
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de DAYC4 prorrogado ate as 17:05:00,3233217
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de OGXP3 prorrogado ate as 17:05:00,3233220
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de TAEE11 prorrogado ate as 17:05:00,3233218
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de INEP3 prorrogado ate as 17:05:00,3233221
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de BRIN3 prorrogado ate as 17:05:00,3233223
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de BBAS3 prorrogado ate as 17:05:00,3233224
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
","(HAGA3)- ATENCAO PARA O CALL - PRECO R$ 1,60",3233219
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de EUCA4 prorrogado ate as 17:05:00,3233222
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de VIVT4 prorrogado ate as 17:05:00,3233225
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de POMO4 prorrogado ate as 17:05:00,3233226
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de ECOR3 prorrogado ate as 17:05:00,3233227
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de LOGN3 prorrogado ate as 17:05:00,3233228
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de VVAR11 prorrogado ate as 17:05:00,3233229
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de BBSE3 prorrogado ate as 17:05:00,3233231
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de ELET6 prorrogado ate as 17:05:00,3233230
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de ITSA4 prorrogado ate as 17:05:00,3233233
"
, 11 mar, 2014 16h58 
 ,
, 11 mar, 2014 16h58 
",Call de MDIA3 prorrogado ate as 17:05:00,3233232
